Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,AssetType,FetchDate,Timeframe,Interval
2024-01-16 00:00:00,387.8768030229654,388.24136259684576,381.925527346388,384.5365905761719,27202300,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-01-17 00:00:00,382.280251053988,384.3789342645235,379.15680784896807,383.74835205078125,22234100,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-01-18 00:00:00,385.9653010602353,388.2019420036005,384.3888004079398,388.0837097167969,23392100,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-01-19 00:00:00,389.9459487436234,392.8132019042969,387.7191405000406,392.8132019042969,29331100,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-01-22 00:00:00,394.14335115597686,394.73454265352376,387.80782060564184,390.6849365234375,27016900,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-01-23 00:00:00,389.9361075398463,393.51278467024315,388.1428376176736,393.0398254394531,20525900,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-01-24 00:00:00,395.64111348079405,399.6710249985012,394.567129928381,396.6461181640625,24867000,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-01-25 00:00:00,398.3802111244257,401.03069519921775,396.6164992894369,398.922119140625,21021200,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-01-26 00:00:00,398.42947961915996,400.2030542350716,396.51797735014173,397.9959411621094,17803300,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-01-29 00:00:00,400.09466184188676,403.9570872376775,398.39006605624104,403.7008972167969,24510200,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-01-30 00:00:00,406.2035612023494,406.9819337836752,400.47891742664234,402.58746337890625,33477600,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-01-31 00:00:00,400.9813701342245,409.21856958364975,391.3746067154666,391.7391662597656,47871100,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-02-01 00:00:00,395.92680994843744,402.00618136275216,395.89725187316617,397.8481750488281,30657700,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-02-02 00:00:00,397.877748476714,406.5878791340213,397.63142115019764,405.17889404296875,28256700,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-02-05 00:00:00,403.87826879542115,405.1197681132632,398.0550873287971,399.6907043457031,25352300,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-02-06 00:00:00,399.91727449589274,401.97656696928505,396.9909051770198,399.5329895019531,18382600,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-02-07 00:00:00,401.4543453507497,408.21355139808253,401.41492456704214,407.96722412109375,22340500,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-02-08 00:00:00,407.9672510426615,409.45507751601383,406.46959192466915,408.0263671875,21225300,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-02-09 00:00:00,409.1496686243005,414.637848397784,408.99201553500313,414.3717956542969,22032800,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-02-12 00:00:00,414.381611300105,414.5589597294503,408.6569675775543,409.15948486328125,21202900,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-02-13 00:00:00,398.9910986093642,404.04573947399683,397.4638814201037,400.350830078125,27824900,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-02-14 00:00:00,402.81865792132635,404.5658693954015,399.3636985334278,404.2203674316406,20401200,0.75,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-02-15 00:00:00,402.8877787891035,403.86502912534854,399.08731730113595,401.3280944824219,21825500,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-02-16 00:00:00,402.71009676405504,403.03586697919485,398.24827391084835,398.86029052734375,22296500,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-02-20 00:00:00,398.0508194321391,399.284733568485,392.8881419655763,397.60662841796875,24307900,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-02-21 00:00:00,395.020342155489,397.11305567339133,392.10829279576154,397.00445556640625,18518900,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-02-22 00:00:00,404.9113664023,407.51737721520215,403.3122186108832,406.3525695800781,27009900,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-02-23 00:00:00,410.32087486596646,410.50840209542025,403.7070832004783,405.0594482421875,16295900,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-02-26 00:00:00,406.1650087554213,406.8560126685655,402.1177646745505,402.29547119140625,16193500,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-02-27 00:00:00,402.7396530048111,403.06542317425317,398.6529454575257,402.2362365722656,14835800,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-02-28 00:00:00,402.9272164600946,404.03279861285756,400.10403561463596,402.47314453125,13183100,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-02-29 00:00:00,403.3813298173751,408.8697771758562,400.6963316033454,408.3169860839844,31947300,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-03-01 00:00:00,405.9774695070198,410.51827940686405,405.5925039738578,410.1530456542969,17823400,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-03-04 00:00:00,408.11957070674777,411.9792577390108,407.01398846090547,409.5805358886719,17596000,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-03-05 00:00:00,408.632835591906,408.9191120836045,395.4842705013913,397.4683837890625,26919200,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-03-06 00:00:00,397.784299256291,399.94611920290095,393.26325117893276,396.9156188964844,22344100,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-03-07 00:00:00,400.8937526863445,404.5066568048068,397.0636784801651,403.8749084472656,18718500,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-03-08 00:00:00,402.7100915611558,405.13845633858756,399.1267999900611,400.99249267578125,18002200,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-03-11 00:00:00,398.5641317733387,400.45940694447387,396.09630359488256,399.3143310546875,16120800,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-03-12 00:00:00,402.37445324131755,410.22215907857986,401.5551475222323,409.9358825683594,22457000,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-03-13 00:00:00,412.7195723945268,412.7985296378199,406.1551557542081,409.7581787109375,17115900,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-03-14 00:00:00,414.8320308055619,422.31450262164736,412.6109854719372,419.7479553222656,34157300,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-03-15 00:00:00,413.8942801973478,417.16168230340674,407.4779269181007,411.06121826171875,45079900,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-03-18 00:00:00,408.9191153478435,415.3157366151304,408.45516246098214,411.9496154785156,20106000,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-03-19 00:00:00,412.45302237396163,416.24363275003464,410.20236440839864,415.9869689941406,19837900,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-03-20 00:00:00,416.5693981535872,420.4784295685996,415.24664585974097,419.7578430175781,17860100,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-03-21 00:00:00,424.29858485051125,425.275865210535,421.6629614511562,423.8445129394531,21296200,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-03-22 00:00:00,424.17032397071773,424.3282384659813,420.58703259669744,423.22265625,17648500,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-03-25 00:00:00,419.76771231939466,421.90980053588714,416.18442081257615,417.4183349609375,18060500,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-03-26 00:00:00,420.13293899173254,420.50805370647623,415.92778013004056,416.2239074707031,16725600,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-03-27 00:00:00,418.9780192938283,418.987900246969,413.61790346357526,416.0067443847656,16705000,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-03-28 00:00:00,415.54274902029323,416.4410420434957,413.7264311944793,415.30584716796875,21871200,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-04-01 00:00:00,418.49430668541237,422.38360623153415,416.78655877307597,419.1063232421875,16316000,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-04-02 00:00:00,414.7037305350885,416.944537944627,412.4629532504076,416.0166320800781,17912000,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-04-03 00:00:00,414.3286014685427,417.8131735008708,413.6968230222425,415.0393371582031,16502300,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-04-04 00:00:00,419.52089960464946,423.1535654935394,412.1964026116657,412.5024108886719,19370900,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-04-05 00:00:00,414.60502494858775,421.0213783675685,412.9367706496642,420.0440979003906,16554800,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-04-08 00:00:00,419.69865168894506,421.78148438919783,417.8526907492084,419.1260986328125,14272400,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-04-09 00:00:00,420.9522561397257,422.23551472539157,416.1942762454294,420.7943115234375,12496900,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-04-10 00:00:00,416.7569337473859,418.5732515840266,414.29898664030566,417.81317138671875,16216600,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-04-11 00:00:00,420.3402327247268,423.8445365841043,416.92473693729744,422.4230651855469,17966400,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-04-12 00:00:00,418.59302946474156,419.70849269035864,414.3681085669582,416.470703125,19253800,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-04-15 00:00:00,421.1101986920762,421.32736877280126,408.10966683089106,408.3169860839844,20273500,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-04-16 00:00:00,409.23499170212773,413.01569096987436,408.4058051032582,409.2448425292969,16765600,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-04-17 00:00:00,411.8804833772787,413.4895120148824,405.04952238125117,406.54010009765625,15855500,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-04-18 00:00:00,405.34570574936373,406.5895007512514,398.7516762985985,399.0675354003906,21029900,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-04-19 00:00:00,398.83067470294037,400.2620271980646,392.65122286516964,393.9838562011719,30565800,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-04-22 00:00:00,394.9315209559022,397.6658942394219,390.65725520880864,395.8002014160156,20286900,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-04-23 00:00:00,399.0379699896353,402.9470318520377,397.87316221870356,402.32513427734375,15734500,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-04-24 00:00:00,404.28946405238224,407.16201954597966,401.54524043863097,403.7958984375,15065300,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-04-25 00:00:00,388.9593393273181,394.74394432686086,383.0365516126927,393.9048767089844,40586500,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-04-26 00:00:00,406.86587954495434,407.68518518518516,400.5383649444101,401.0911560058594,29694700,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
2024-04-29 00:00:00,400.0349411285761,401.0911788014965,394.05292813266897,397.07354736328125,19582100,0.0,0.0,MSFT,stock,2026-01-13 19:10:15,2y,1d
